SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539009,GBLIL       ,X ,Q,8.85,8.85,8.85,8.85,8.85,9.03,7,134,1185.00,
539015,ORTEL       ,T ,Q,2.90,2.90,2.85,2.85,2.85,3.00,3,17,48.00,
539017,ASHFL       ,B ,Q,57.00,57.00,57.00,57.00,57.00,57.90,14,1579,90003.00,
539018,BEEKAY      ,X ,Q,290.70,290.70,286.05,289.95,289.95,299.00,64,1623,470339.00,
539026,SSPNFIN     ,M ,Q,31.20,34.90,31.00,34.90,34.90,35.90,4,30000,967800.00,
539031,SETFBSE100  ,B ,Q,127.00,127.00,126.00,126.00,126.00,134.00,2,2,253.00,
539032,FRASER      ,XT,Q,7.59,7.59,7.59,7.59,7.59,7.98,1,1,7.00,
539040,TTIL        ,XT,Q,1.65,1.65,1.65,1.65,1.65,1.65,1,100,165.00,
539042,AGIIL       ,T ,Q,57.00,58.00,57.00,58.00,58.00,60.00,2,19,1087.00,
539043,BKMINDST    ,T ,Q,3.42,3.44,3.40,3.40,3.40,3.57,12,11345,38919.00,
539044,MANAKSTELTD ,B ,Q,17.25,18.40,17.25,17.50,17.50,17.35,6,1432,25385.00,
539045,MNKALCOLTD  ,B ,Q,6.30,6.85,6.00,6.85,6.85,6.11,14,5000,31376.00,
539046,MNKCMILTD   ,B ,Q,4.90,4.97,4.90,4.97,4.97,5.15,3,200,984.00,
539056,ADLABS      ,B ,Q,6.05,6.12,5.80,6.10,6.10,5.97,62,39039,235762.00,
539083,INOXWIND    ,A ,Q,67.45,69.70,67.45,68.70,69.35,67.10,208,11828,810055.00,
539113,PML         ,X ,Q,1591.00,1651.00,1591.00,1619.00,1625.00,1730.00,37,93,150004.00,
539118,VRLLOG      ,B ,Q,290.00,292.00,281.45,286.95,290.00,287.00,296,8135,2337926.00,
539122,BODHTREE    ,X ,Q,34.60,35.10,34.00,34.75,35.10,34.55,48,23052,796382.00,
539123,VBIND       ,X ,Q,3.00,3.00,3.00,3.00,3.00,3.06,1,1,3.00,
539126,MEP         ,B ,Q,36.60,37.95,36.30,36.45,36.45,36.75,409,47450,1763473.00,
539131,CLLIMITED   ,Z ,Q,3.48,3.48,3.48,3.48,3.48,3.66,1,1,3.00,
539132,VEGETABLE   ,X ,Q,3.60,3.79,3.60,3.79,3.79,3.62,4,1066,3838.00,
539141,UFO         ,B ,Q,204.50,224.00,187.70,216.70,217.00,197.95,1500,32272,6874397.00,
539143,PANTH       ,X ,Q,104.00,104.50,102.15,102.90,102.90,104.20,560,49003,5038534.00,
539148,SHIVALIK    ,X ,Q,280.00,287.20,270.00,280.80,284.00,274.30,66,855,239463.00,
539150,PNCINFRA    ,A ,Q,201.55,202.70,195.05,196.65,195.50,199.75,312,15509,3102945.00,
539151,ARFIN       ,X ,Q,119.00,121.90,115.00,119.95,120.00,118.70,29,1158,134655.00,
539175,INDRAIND    ,X ,Q,27.50,27.50,27.50,27.50,27.50,28.90,1,4,110.00,
539176,HAWAENG     ,XT,Q,29.25,29.90,27.80,29.75,29.75,29.25,7,260,7688.00,
539195,POEL        ,X ,Q,37.95,37.95,33.95,34.95,35.00,36.90,12,1038,37001.00,
539196,AEL         ,X ,Q,7.36,10.79,7.36,10.04,9.66,9.20,15,1459,15085.00,
539197,DEVHARI     ,XT,Q,6.00,6.15,5.61,5.61,5.61,5.90,256,144470,845771.00,
539201,SATIA       ,X ,Q,749.95,749.95,715.00,721.40,721.40,744.90,264,7797,5658710.00,
539207,MANPASAND   ,A ,Q,37.95,37.95,37.95,37.95,37.95,39.90,51,6047,229483.00,
539216,JUNCTION    ,M ,Q,33.00,33.00,33.00,33.00,33.00,31.00,1,4000,132000.00,
539219,MUL         ,X ,Q,220.00,223.95,177.20,204.85,210.90,221.50,39,4228,881326.00,
539220,MISHKA      ,T ,Q,29.50,29.50,29.50,29.50,29.50,29.20,1,10,295.00,
539221,SPORTKING   ,XT,Q,389.75,389.75,389.75,389.75,389.75,379.00,1,1,389.00,
539223,AMBITION    ,T ,Q,15.30,16.00,14.70,16.00,16.00,15.45,11,1996,29785.00,
539225,JIYAECO     ,B ,Q,74.80,77.90,72.20,77.30,77.30,76.75,3043,858696,65848343.00,
539226,RUDRA       ,T ,Q,86.70,86.70,86.00,86.00,86.00,82.60,22,26117,2246660.00,
539227,LOYAL       ,T ,Q,36.95,36.95,36.95,36.95,36.95,38.85,5,700,25865.00,
539228,GGPL        ,B ,Q,67.80,69.55,67.60,69.50,69.55,67.90,24,2250,153224.00,
539229,MRSS        ,M ,Q,22.50,22.50,20.75,20.75,20.75,23.05,17,10800,227730.00,
539251,BALKRISHNA  ,B ,Q,32.70,33.30,32.05,32.15,32.15,33.30,13,426,13898.00,
539252,SCFL        ,B ,Q,5.30,5.35,5.10,5.33,5.35,5.30,14,3545,18088.00,
539254,ADANITRANS  ,A ,Q,224.95,230.45,220.50,227.75,229.40,224.95,304,9372,2132539.00,
539267,DRHABEEB    ,XT,Q,33.00,33.00,30.90,30.90,30.90,32.50,2,300,9690.00,
539268,SYNGENE     ,A ,Q,336.95,344.50,331.00,336.35,337.00,660.05,1114,21595,7321249.00,XB
539275,MSL         ,B ,Q,57.75,57.75,57.75,57.75,57.75,55.00,1,2,115.00,
539276,KAYA        ,B ,Q,605.50,606.00,585.50,588.90,588.00,603.10,63,310,183444.00,
539278,SYMBIOX     ,XT,Q,0.90,0.90,0.90,0.90,0.90,0.90,2,110,99.00,
539287,ORTINLAABS  ,B ,Q,16.05,16.20,14.70,15.05,15.15,15.66,95,21547,327934.00,
539289,MJCO        ,B ,Q,496.00,503.80,491.55,497.05,491.55,495.25,119,3205,1596912.00,
539290,BINDALAGRO  ,B ,Q,14.66,15.60,14.66,15.48,15.48,15.21,37,3156,48562.00,
539301,ARVSMART    ,B ,Q,108.75,113.80,108.10,112.80,112.80,111.75,66,2229,246974.00,
539302,POWERMECH   ,B ,Q,975.00,1026.70,956.00,972.45,969.85,978.25,180,1796,1746710.00,
539309,RAMASTEEL   ,B ,Q,96.80,102.10,93.95,100.90,101.90,93.55,188,21356,2051134.00,
539310,TISL        ,B ,Q,2.93,2.93,2.44,2.66,2.70,2.71,70,1358511,3541760.00,
539312,UTISENSETF  ,B ,Q,421.00,421.01,421.00,421.00,421.00,421.00,5,60,25260.00,
539313,UTINIFTETF  ,B ,Q,1259.00,1295.00,1245.10,1245.10,1245.10,1231.00,39,768,972805.00,
539331,VETO        ,B ,Q,67.05,69.90,67.00,68.75,69.00,67.10,200,18784,1302994.00,
539332,NAVKARCORP  ,A ,Q,30.50,33.50,29.80,33.15,33.15,30.80,447,46182,1486639.00,
539334,SHREEPUSHK  ,B ,Q,129.00,131.05,127.70,128.70,129.00,130.20,103,4474,579622.00,
539336,GUJGAS      ,A ,Q,185.95,189.40,181.95,188.45,188.45,185.00,886,30326,5659643.00,
539346,SADBHIN     ,B ,Q,76.00,78.00,76.00,78.00,78.00,79.95,2,251,19576.00,
539351,PRABHAT     ,B ,Q,61.50,64.85,61.15,64.25,62.75,62.90,50,5247,328078.00,
539353,SWARAJAUTO  ,X ,Q,196.05,206.90,196.00,203.30,204.60,205.00,30,1102,219532.00,
539354,POLYSPIN    ,X ,Q,117.55,117.55,117.55,117.55,117.55,123.00,2,11,1293.00,
539359,PRITIKAUTO  ,X ,Q,122.50,127.00,119.70,120.50,119.70,121.50,46,9527,1168717.00,
539363,SKC         ,Z ,Q,16.25,17.95,16.25,17.95,17.95,17.10,10,32200,528709.00,
539384,KRISHNACAP  ,XT,Q,6.20,6.20,6.20,6.20,6.20,6.50,3,200,1240.00,
539399,BELLACASA   ,T ,Q,140.90,140.90,132.00,136.45,132.00,138.15,4,4,545.00,
539400,MALLCOM     ,X ,Q,261.00,264.00,250.00,259.95,259.95,252.00,6,250,65526.00,
539404,SATIN       ,B ,Q,305.10,308.05,296.00,300.15,300.15,307.20,189,3751,1131805.00,
539407,GENCON      ,X ,Q,115.15,118.00,111.70,115.40,115.00,115.15,55,4729,541992.00,
539410,WELCON      ,X ,Q,5.68,5.68,5.67,5.67,5.67,6.30,6,1270,7212.00,
539428,TEJNAKSH    ,B ,Q,66.30,66.30,58.05,64.75,64.95,63.75,14,4291,280379.00,
539436,COFFEEDAY   ,A ,Q,233.20,233.20,228.30,229.95,228.70,232.90,251,3186,733199.00,
539437,IDFCFIRSTB  ,A ,Q,42.35,42.95,41.50,42.60,42.60,42.35,1322,715647,30381054.00,
539448,INDIGO      ,A ,Q,1662.00,1683.00,1656.20,1676.70,1676.70,1657.35,1252,41054,68755862.00,
539450,SHK         ,B ,Q,146.55,148.00,145.60,146.10,146.10,146.30,436,11514,1686650.00,
539455,DASL        ,XT,Q,23.40,23.40,23.30,23.30,23.30,23.60,13,4450,103957.00,
539480,LICNETFN50  ,B ,Q,124.55,125.04,123.55,125.04,125.04,141.20,7,372,46286.00,
539486,GEETANJ     ,XT,Q,1.80,1.81,1.80,1.81,1.81,1.77,7,6000,10806.00,
539515,GMLM        ,XT,Q,71.05,71.05,71.05,71.05,71.05,67.70,1,1,71.00,
539516,HDFCNIFETF  ,B ,Q,1244.00,1244.00,1244.00,1244.00,1244.00,1248.67,1,7,8708.00,
539517,SXETF       ,B ,Q,4160.00,4175.00,4151.40,4175.00,4175.00,4163.96,3,33,137052.00,
539518,UDAYJEW     ,X ,Q,65.00,65.00,58.00,58.10,60.50,55.40,12,250,15350.00,
539519,MAYUKH      ,XT,Q,13.00,13.40,13.00,13.40,13.40,13.35,3,14201,184773.00,
539520,SHAILJA     ,X ,Q,10.46,12.49,10.44,11.82,11.82,11.60,62,13534,156734.00,
539522,GROVY       ,XT,Q,24.70,24.70,24.70,24.70,24.70,23.75,1,5,123.00,
539523,ALKEM       ,A ,Q,1799.90,1818.05,1789.90,1815.90,1810.05,1799.90,120,745,1346473.00,
539524,LALPATHLAB  ,A ,Q,1044.50,1067.05,1040.00,1043.45,1040.00,1049.45,103,442,465462.00,
539526,SCTL        ,M ,Q,20.00,20.00,20.00,20.00,20.00,19.00,1,4000,80000.00,
539527,CREATIVE    ,X ,Q,385.35,385.35,349.90,380.00,380.00,367.00,4,5,1845.00,
539528,AAYUSH      ,X ,Q,28.10,28.40,25.50,25.50,25.50,25.95,13,553,14929.00,
539542,LUXIND      ,A ,Q,1316.80,1316.85,1280.10,1292.80,1300.00,1301.25,125,800,1036230.00,
539546,BNL         ,X ,Q,9.42,9.42,9.42,9.42,9.42,8.99,1,25,235.00,
539551,NH          ,B ,Q,221.00,229.75,221.00,224.15,223.70,223.60,65,950,213556.00,
539594,MISHTANN    ,X ,Q,54.45,54.45,52.35,52.35,52.35,53.40,135,10936,575477.00,
539595,NATECO      ,XT,Q,12.95,12.95,12.95,12.95,12.95,12.34,2,11,142.00,
539597,JSLHISAR    ,A ,Q,84.85,84.85,80.80,81.95,81.30,82.10,242,17312,1411667.00,
539599,KEL         ,X ,Q,15.82,15.82,15.82,15.82,15.82,15.07,1,100,1582.00,
539620,AINFRA      ,X ,Q,34.40,34.40,31.20,31.85,33.50,32.80,23,1480,49002.00,
539621,BCLENTERPR  ,X ,Q,21.00,23.10,21.00,21.45,21.40,21.00,92,18726,398538.00,
539636,PRECAM      ,B ,Q,63.75,65.05,63.75,65.00,65.00,64.20,25,1503,96830.00,
539658,TEAMLEASE   ,A ,Q,2895.65,2898.80,2875.00,2884.70,2875.00,2865.10,25,43,124157.00,
539659,VIDLI       ,M ,Q,13.25,17.25,13.25,17.20,17.25,15.25,14,52000,883400.00,
539660,SAHYOGMULT  ,X ,Q,48.30,49.60,47.95,49.50,49.50,48.85,40,3075,151320.00,
539673,RCL         ,XT,Q,23.50,23.50,23.50,23.50,23.50,23.50,1,40,940.00,
539678,QUICKHEAL   ,B ,Q,180.00,183.10,173.00,178.95,178.95,181.40,891,29064,5169921.00,
539686,KPEL        ,B ,Q,201.00,201.00,194.95,194.95,194.95,194.00,2,101,19696.00,
539692,IFINSER     ,XT,Q,24.90,24.90,24.90,24.90,24.90,26.20,2,50,1245.00,
539725,GOKULAGRO   ,B ,Q,14.70,15.15,14.65,15.07,15.10,14.67,77,73934,1102003.00,
539730,FREDUN      ,X ,Q,439.95,440.00,410.45,421.25,439.90,437.50,21,179,75470.00,
539742,SIMBHALS    ,B ,Q,8.65,9.30,8.25,8.91,8.98,8.51,15,711,5927.00,
539770,DARJEELING  ,X ,Q,98.70,99.40,97.00,97.80,97.80,97.35,60,38320,3760273.00,
539785,PDMJEPAPER  ,B ,Q,13.50,14.00,13.26,13.30,13.30,13.75,29,7708,104314.00,
539787,HCG         ,B ,Q,180.95,185.95,176.45,177.35,177.85,185.15,26,3487,643279.00,
539798,UMIYA       ,T ,Q,8.55,8.97,8.13,8.28,8.30,8.55,225,26536,224036.00,
539799,BHARATWIRE  ,B ,Q,39.00,40.00,38.00,38.65,39.00,39.55,22,6711,259637.00,
539807,INFIBEAM    ,A ,Q,45.15,48.45,44.60,47.35,47.35,45.00,1544,843502,39651463.00,
539814,RADHEY      ,XT,Q,17.00,17.00,17.00,17.00,17.00,16.25,2,5,85.00,
539841,LANCER      ,T ,Q,63.10,66.40,63.05,66.40,66.40,66.00,24,1595,104441.00,
539844,EQUITAS     ,A ,Q,138.95,139.45,136.15,137.25,136.15,138.15,484,62311,8565067.00,
539854,HALDER      ,XT,Q,63.25,63.25,63.25,63.25,63.25,66.55,4,206,13029.00,
539861,SKIL        ,T ,Q,9.75,9.75,9.40,9.40,9.40,9.89,5,3453,32633.00,
539871,THYROCARE   ,A ,Q,474.00,487.50,465.85,485.00,484.00,475.30,150,1320,631827.00,
539872,BAJAJHCARE  ,B ,Q,215.00,222.50,208.00,219.90,219.90,219.70,34,24717,5147785.00,
539874,UJJIVAN     ,A ,Q,348.00,351.50,329.00,332.05,332.05,348.60,2467,185933,62817183.00,
539876,CROMPTON    ,A ,Q,244.20,248.85,244.00,247.65,247.50,242.50,781,18813,4645585.00,
539883,PILANIINVS  ,B ,Q,2489.00,2489.00,2400.00,2416.85,2400.00,2435.05,65,1976,4799346.00,
539884,DARSHANORNA ,B ,Q,32.50,34.10,32.50,34.10,34.10,32.50,4,4,134.00,
539889,PARAGMILK   ,A ,Q,244.00,244.70,240.00,243.50,241.80,241.90,737,111551,26814885.00,
539895,SAGL        ,XT,Q,13.00,13.00,13.00,13.00,13.00,13.00,1,1,13.00,
539917,NAGARFERT   ,B ,Q,5.80,5.93,5.76,5.84,5.81,5.85,50,9974,58106.00,
539938,MIL         ,X ,Q,99.00,99.00,97.00,97.05,97.00,102.85,6,406,39421.00,
539939,YASHCHEM    ,B ,Q,100.25,100.80,98.10,99.45,99.80,100.60,60,6997,699290.00,
539940,MAXVIL      ,B ,Q,43.00,45.50,42.75,44.10,44.10,43.35,31,3129,136655.00,
539944,RXXX1SR2G   ,F ,Q,12.25,12.25,12.10,12.11,12.11,12.20,8,25000,304100.00,
539945,ICICINV20   ,B ,Q,58.01,58.01,58.01,58.01,58.01,57.84,1,20,1160.00,
539956,TAALENT     ,X ,Q,261.00,267.00,255.05,262.55,260.00,260.00,44,2511,663844.00,
539957,MGL         ,A ,Q,890.00,891.05,858.15,879.50,879.50,887.35,938,60900,53503784.00,
539962,QFSL        ,XT,Q,0.21,0.21,0.20,0.20,0.20,0.21,11,5890,1185.00,
539978,QUESS       ,A ,Q,590.00,612.00,586.30,607.65,607.65,577.90,362,5211,3127921.00,
539979,DIGJAMLTD   ,T ,Q,2.73,2.75,2.57,2.75,2.75,2.62,44,18519,48892.00,
539980,ICICIMCAP   ,B ,Q,66.93,67.11,66.93,67.07,67.07,66.64,3,8,535.00,
539981,MAXINDIA    ,A ,Q,64.50,66.50,64.50,66.05,66.20,63.90,439,43046,2822455.00,
539982,ASYL        ,M ,Q,21.50,21.50,21.25,21.25,21.25,21.45,3,8625,184718.00,
539984,HUIL        ,X ,Q,609.05,695.95,609.05,640.05,640.05,640.00,5,21,14047.00,
539986,COMSYN      ,B ,Q,53.20,55.00,52.70,53.00,53.00,54.25,16,3880,206898.00,
539992,LLOYDSTEEL  ,B ,Q,0.55,0.56,0.53,0.55,0.55,0.55,136,688274,371433.00,
540001,IPRU2826    ,F ,Q,11.50,11.51,11.50,11.51,11.51,11.15,2,2001,23021.00,
540005,LTI         ,A ,Q,1797.70,1819.95,1786.95,1800.35,1800.35,1797.05,921,6538,11796065.00,
540006,EASTWEST    ,X ,Q,123.90,123.90,118.70,123.30,123.10,123.90,38,5443,667343.00,
540023,COLORCHIPS  ,X ,Q,37.45,37.45,37.45,37.45,37.45,39.40,1,4,149.00,
540024,ASHARI      ,XT,Q,17.70,18.15,17.50,17.80,18.15,17.70,154,71055,1268176.00,
540025,ADVENZYMES  ,A ,Q,195.50,202.50,195.50,198.65,200.00,194.15,528,16381,3262573.00,
540027,PTIL        ,T ,Q,424.95,428.00,424.95,427.40,427.40,422.70,29,6180,2634507.00,
540047,DBL         ,A ,Q,464.00,464.00,440.55,444.95,444.95,459.05,1895,48165,21511404.00,
540063,ECS         ,XT,Q,3.61,3.75,3.42,3.61,3.61,3.60,9,604,2161.00,
540064,FRETAIL     ,A ,Q,469.90,479.85,469.90,476.95,476.95,467.15,622,22212,10587529.00,
540065,RBLBANK     ,A ,Q,679.00,679.00,668.50,669.95,670.00,666.50,789,31245,20962597.00,
540071,CAMSONSEEDS ,Z ,Q,3.99,3.99,3.89,3.89,3.89,4.09,5,3264,12746.00,
540073,BLS         ,B ,Q,117.00,118.00,115.00,115.55,115.10,118.30,100,3510,407731.00,
540078,MITSU       ,M ,Q,172.00,172.00,172.00,172.00,172.00,175.00,3,1800,309600.00,
540080,NARAYANI    ,B ,Q,40.10,40.25,36.00,36.55,38.30,40.00,45,6990,256075.00,
540083,TVVISION    ,T ,Q,2.75,2.75,2.61,2.73,2.74,2.74,6,1825,5000.00,
540108,TAHL        ,X ,Q,110.00,110.00,96.50,105.30,109.85,100.05,121,10571,1090851.00,
540115,LTTS        ,A ,Q,1693.25,1708.95,1684.00,1700.95,1700.95,1688.45,1298,27666,46844172.00,
540124,GNA         ,B ,Q,282.00,285.45,280.00,284.30,283.85,282.30,115,3035,859598.00,
540125,RADHIKAJWE  ,M ,Q,25.05,25.25,24.55,25.25,25.25,25.50,10,57600,1422640.00,
540133,ICICIPRULI  ,A ,Q,379.50,379.50,365.00,371.65,371.65,379.20,1135,51772,19157983.00,
540134,IISL        ,X ,Q,14.10,14.40,14.00,14.00,14.00,14.20,11,308,4361.00,
540135,ARCFIN      ,XT,Q,0.70,0.70,0.67,0.67,0.67,0.67,3,2000,1370.00,
540136,HPL         ,B ,Q,65.85,65.85,62.30,63.95,63.40,64.05,139,3925,247718.00,
540143,SAGARSOFT   ,X ,Q,92.80,93.00,87.50,89.25,87.50,91.20,22,1141,102485.00,
540144,DRA         ,M ,Q,12.50,12.50,12.50,12.50,12.50,13.00,1,2500,31250.00,
540145,VALIANTORG  ,M ,Q,1701.00,1799.95,1701.00,1750.10,1750.10,1777.25,36,9750,17106127.00,
540147,SHASHIJIT   ,M ,Q,28.00,29.45,28.00,29.45,29.45,29.50,3,14400,416880.00,
540153,ENDURANCE   ,A ,Q,1207.50,1214.70,1192.00,1198.35,1192.00,1202.95,152,743,891068.00,
540154,IDFSENSEXE  ,B ,Q,400.00,400.00,400.00,400.00,400.00,400.00,1,1,400.00,
540173,PNBHOUSING  ,A ,Q,814.95,824.75,811.00,817.20,818.50,811.80,840,41668,34039590.00,
540175,REGENCY     ,X ,Q,25.90,25.90,25.80,25.80,25.80,25.65,43,11600,299815.00,
540180,VBL         ,A ,Q,944.00,950.00,927.05,936.70,927.05,940.20,143,2623,2475814.00,
540192,LKPSEC      ,XT,Q,8.95,8.95,8.45,8.45,8.45,8.89,13,9049,76575.00,
540198,OSIAJEE     ,X ,Q,23.50,23.85,23.50,23.85,23.85,23.80,475,74592,1757868.00,
540203,SFL         ,B ,Q,1300.00,1313.00,1292.00,1292.00,1292.00,1276.70,12,66,86036.00,
540210,TMRVL       ,B ,Q,16.75,16.75,15.20,16.45,16.45,16.50,27,4466,71520.00,
540212,TCIEXP      ,B ,Q,664.00,672.90,658.60,671.95,672.90,666.35,61,363,242198.00,
540222,LAURUSLABS  ,A ,Q,347.20,347.80,342.15,346.85,346.00,349.65,195,16038,5525983.00,
540243,NEWLIGHT    ,X ,Q,38.60,39.25,37.05,38.85,39.00,38.05,21,21329,828324.00,
540253,SNTCL       ,XT,Q,15.45,15.45,15.45,15.45,15.45,16.25,1,3,46.00,
540268,DHANVARSHA  ,X ,Q,68.00,68.00,54.00,57.45,57.05,64.55,133,186196,10933417.00,
540293,PRICOLLTD   ,B ,Q,37.85,39.40,37.85,38.05,38.05,38.45,122,14218,543577.00,
540311,JITFINFRA   ,T ,Q,10.50,11.35,10.50,10.61,10.61,10.90,18,4286,46320.00,
540358,RMC         ,M ,Q,38.95,38.95,38.95,38.95,38.95,41.00,1,2000,77900.00,
540360,LLFICL      ,X ,Q,95.00,95.00,69.10,85.00,85.00,85.50,49,15704,1296869.00,
540361,DANUBE      ,XT,Q,6.23,6.23,6.23,6.23,6.23,5.94,8,1452,9045.00,
540366,RADIOCITY   ,B ,Q,57.40,58.35,57.20,58.15,58.15,57.65,37,1352,77757.00,
540376,DMART       ,A ,Q,1291.00,1305.00,1288.20,1293.00,1293.00,1297.20,1097,20606,26743290.00,
540394,JDML        ,MT,Q,12.50,12.50,12.50,12.50,12.50,12.80,1,3000,37500.00,
540395,CHEMCRUX    ,M ,Q,95.00,95.50,95.00,95.50,95.50,96.00,3,6000,571000.00,
540403,CLEDUCATE   ,B ,Q,107.00,108.40,106.80,108.00,108.00,107.45,20,457,49100.00,
540404,PRIME       ,M ,Q,95.00,109.65,93.50,109.65,109.65,114.20,3,3000,298150.00,
540405,OCEANIC     ,M ,Q,126.00,126.00,126.00,126.00,126.00,136.05,1,1000,126000.00,
540425,SHANKARA    ,A ,Q,491.75,510.00,490.20,496.00,496.00,495.90,335,3600,1793247.00,
540497,SCHAND      ,B ,Q,102.00,104.75,98.45,99.00,99.00,105.00,142,3666,367132.00,
540519,MEERA       ,M ,Q,228.00,228.00,208.90,215.00,215.00,219.90,6,4000,864600.00,
540526,IRBINVIT    ,IF,Q,65.75,65.75,65.50,65.50,65.50,65.75,3,15000,983750.00,
540530,HUDCO       ,A ,Q,40.80,41.20,39.80,41.05,41.05,40.60,461,130001,5258501.00,
540544,PSPPROJECT  ,B ,Q,524.00,526.70,515.00,519.45,519.45,521.75,90,1205,627059.00,
540552,AXISAEGPG   ,B ,Q,10.40,10.40,10.40,10.40,10.40,10.25,2,2500,26000.00,
540565,INDIGRID    ,IF,Q,86.35,86.35,86.35,86.35,86.35,86.35,1,5103,440644.00,
540575,STARCEMENT  ,B ,Q,126.60,127.50,125.00,125.05,125.05,126.40,74,6701,838898.00,
540590,RIDDHICORP  ,M ,Q,49.65,49.80,49.65,49.80,49.80,62.00,2,7000,348075.00,
540595,TEJASNET    ,B ,Q,165.10,169.65,165.10,166.45,166.45,165.95,146,2020,337595.00,
540596,ERIS        ,A ,Q,502.00,516.00,490.00,503.65,500.00,504.45,268,2142,1066357.00,
540602,GTPL        ,B ,Q,67.70,67.70,65.25,65.25,65.25,66.00,5,105,6974.00,
540611,AUBANK      ,A ,Q,701.75,711.55,695.50,708.15,707.95,705.10,442,6012,4237351.00,
540614,GGENG       ,M ,Q,55.30,56.40,55.30,55.95,55.95,56.10,6,39000,2178225.00,
540615,7NR         ,M ,Q,102.00,102.00,101.00,101.00,101.00,102.00,6,78000,7953000.00,
540621,BHAGYAPROP  ,B ,Q,27.90,32.40,27.55,28.50,28.50,28.75,122,38253,1157156.00,
540642,SALASAR     ,B ,Q,182.85,185.00,178.00,179.95,181.65,185.20,169,6039,1087408.00,
540647,GANGESSEC   ,B ,Q,45.00,45.00,43.00,44.05,44.50,44.10,10,1224,54118.00,
540648,PALASHSEC   ,B ,Q,41.20,47.00,41.20,47.00,47.00,48.50,3,278,12613.00,
540649,AVADHSUGAR  ,B ,Q,720.50,720.50,688.60,698.60,698.60,722.75,534,6948,4879193.00,
540650,MAGADHSUGAR ,B ,Q,189.00,189.00,172.60,174.65,174.65,181.55,77,2369,413168.00,
540653,SINTEXPLAST ,B ,Q,9.80,11.30,9.55,10.80,10.80,10.60,1510,930366,9493201.00,
540669,UTINEXT50   ,B ,Q,284.80,284.80,277.00,277.00,277.00,277.00,4,77,21368.00,
540673,SIS         ,B ,Q,930.30,945.00,919.25,938.55,933.00,944.90,38,66,61688.00,
540678,COCHINSHIP  ,A ,Q,389.55,393.10,384.60,390.70,392.00,389.40,284,7069,2748699.00,
540679,SMSLIFE     ,B ,Q,432.00,474.60,432.00,464.60,464.60,438.50,16,136,60053.00,
540680,KIOCL       ,B ,Q,125.45,129.95,125.20,126.95,127.15,127.80,11,774,99254.00,
540686,SMRUTHIORG  ,X ,Q,153.00,153.00,147.10,147.10,147.10,149.00,22,2308,345202.00,
540691,ABCAPITAL   ,A ,Q,97.10,97.70,96.25,97.05,97.05,97.00,768,122984,11941875.00,
540692,APEX        ,B ,Q,274.75,277.55,269.10,273.05,271.00,274.75,600,13044,3564963.00,
540694,ANG         ,M ,Q,51.90,51.90,49.15,49.15,49.15,54.60,5,8000,402480.00,
540698,NEL         ,M ,Q,1.65,1.65,1.64,1.64,1.64,1.71,2,8000,13160.00,
540699,DIXON       ,B ,Q,2320.00,2320.00,2285.45,2307.10,2310.15,2352.55,63,139,319727.00,
540700,BRNL        ,B ,Q,89.95,96.70,86.10,92.40,91.05,89.25,20,695,62805.00,
540701,DCAL        ,A ,Q,245.00,258.15,240.45,248.90,246.30,244.70,774,19534,4921367.00,
540702,LASA        ,B ,Q,17.05,18.60,16.20,18.00,18.25,17.85,92,12194,217429.00,
540704,MATRIMONY   ,B ,Q,637.95,637.95,637.95,637.95,637.95,627.05,1,3,1913.00,
540709,RELHOME     ,B ,Q,16.05,18.15,15.55,17.75,17.75,16.30,583,125730,2162134.00,
540710,CAPACITE    ,B ,Q,269.55,271.30,267.00,269.90,270.50,270.35,102,1496,402854.00,
540716,ICICIGI     ,A ,Q,1198.30,1200.00,1140.10,1150.45,1150.45,1192.40,1876,21955,25391366.00,
540717,PQIF        ,XT,Q,73.25,73.25,73.25,73.25,73.25,77.00,1,1,73.00,
540719,SBILIFE     ,A ,Q,697.50,703.00,694.55,697.10,697.10,696.55,925,13887,9704885.00,
540725,SISL        ,M ,Q,81.50,81.50,81.00,81.35,81.00,81.00,3,3000,244000.00,
540726,TTFL        ,M ,Q,104.00,104.00,97.00,97.00,97.00,97.00,4,4000,401900.00,
540728,SAYAJIIND   ,X ,Q,216.45,216.50,216.45,216.50,216.50,226.00,5,107,23164.00,
540736,SIDDH       ,M ,Q,29.70,29.80,29.70,29.80,29.80,28.10,2,8000,238000.00,
540737,SGRL        ,M ,Q,69.80,69.80,69.75,69.75,69.75,68.60,2,6000,418650.00,
540743,GODREJAGRO  ,A ,Q,529.00,529.00,496.90,500.30,499.60,499.85,519,7917,3963842.00,
540744,MESCON      ,XT,Q,11.40,11.75,11.40,11.42,11.41,12.00,28,2711,30983.00,
540749,MASFIN      ,B ,Q,595.80,631.50,592.15,624.80,624.00,598.40,233,4424,2755840.00,
540750,IEX         ,A ,Q,147.60,152.60,146.95,147.65,148.45,148.55,396,715840,105674178.00,
540755,GICRE       ,A ,Q,218.35,220.00,216.30,217.75,220.00,218.25,163,2751,597965.00,
540757,SCPL        ,M ,Q,123.00,130.00,123.00,130.00,130.00,122.05,5,4000,506640.00,
