SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500690,GUJ.ST.FERT ,A ,Q,101.50,102.85,100.70,101.65,101.80,101.25,564,78536,7994890.00,
500696,HIND UNI LT ,A ,Q,1853.00,1856.85,1831.25,1841.75,1841.75,1849.25,1592,35162,64800405.00,
500710,AKZOINDIA   ,A ,Q,1774.25,1798.00,1770.00,1777.60,1777.60,1783.60,54,120,214389.00,
500730,NOCIL LTD   ,A ,Q,125.70,126.75,124.45,125.50,125.50,125.70,1410,134671,16897886.00,
500770,TATA CHEM.  ,A ,Q,628.40,640.70,622.60,636.75,636.75,626.75,1210,36032,22795228.00,
500777,T.P.L.      ,B ,Q,36.50,36.50,35.75,36.05,35.75,36.45,55,5141,185689.00,
500780,ZUARIGLOB   ,B ,Q,97.00,98.00,96.00,97.25,97.25,96.45,32,3687,355754.00,
500790,NESTLE (I)  ,A ,Q,11750.00,11820.00,11518.50,11641.30,11610.00,11747.40,1358,6302,73443913.00,
500800,TATAGLOBAL  ,A ,Q,253.00,256.40,250.50,255.45,255.45,252.75,1525,221602,56225451.00,
500820,ASIAN PAINTS,A ,Q,1435.00,1435.00,1411.00,1426.25,1426.25,1422.00,1580,35944,51176498.00,
500825,BRITANIA IND,A ,Q,3005.00,3009.90,2971.00,2981.70,2974.00,2992.95,927,22716,67870785.00,
500830,COLGATE PALM,A ,Q,1160.00,1181.85,1155.20,1175.45,1172.95,1154.35,704,17626,20670245.00,
500840,EIH LTD.    ,A ,Q,175.10,176.00,172.15,174.85,174.85,174.90,178,4115,717543.00,
500850,INDIAN HOTEL,A ,Q,146.20,150.50,146.20,149.55,149.55,146.45,322,17492,2587531.00,
500870,CASTROL     ,A ,Q,144.75,147.20,143.00,146.60,147.20,144.35,379,35334,5132352.00,
500875,ITC LTD.    ,A ,Q,280.30,281.50,279.40,280.00,280.00,279.60,2272,274213,76865155.00,
500877,APOLLO TYRES,A ,Q,196.70,196.70,191.05,195.55,194.90,193.95,933,91627,17825369.00,
500878,CEAT LIMITED,A ,Q,965.00,979.00,954.70,973.90,974.00,961.75,523,15432,14935814.00,
500940,FINOLEX IND.,A ,Q,486.30,518.80,485.00,514.05,515.00,487.15,610,123376,60895592.00,
501148,DALAL ST INV,XT,Q,273.85,273.85,273.85,273.85,273.85,268.50,1,10,2738.00,
501150,CENTRUM CAP ,A ,Q,28.30,28.75,27.85,28.45,28.45,28.40,53,364206,10358779.00,
501242,TCI FINANCE ,B ,Q,12.20,13.99,12.20,13.99,13.99,14.21,6,301,4138.00,
501295,INDUS.INV.TR,B ,Q,75.00,75.00,70.00,72.50,70.00,75.05,3,1000,72520.00,
501298,INDUS.&PRUD.,X ,Q,959.00,977.00,956.50,956.50,956.50,950.00,14,142,136718.00,
501301,TATA INVEST.,A ,Q,878.50,885.00,878.50,881.40,881.40,878.45,48,405,357227.00,
501314,GROMOTRADE  ,X ,Q,448.50,448.90,448.50,448.90,448.90,448.00,100,2037,913654.00,
501343,MOTOR&GEN.FI,B ,Q,39.00,39.00,37.05,37.05,37.05,38.40,2,50,1901.00,
501370,WALCHAND PF ,X ,Q,81.80,81.90,81.00,81.80,81.80,78.00,15,330,26929.00,
501391,W.H.BRADY   ,X ,Q,115.10,123.00,114.95,123.00,123.00,121.00,3,28,3230.00,
501423,SHA ENG PLA ,X ,Q,620.20,620.20,605.00,614.35,616.50,623.20,122,4270,2619334.00,
501425,BOM.BURMAH  ,A ,Q,1159.80,1164.00,1139.00,1143.35,1143.35,1150.95,594,7245,8327517.00,
501430,BOM.CYCLE   ,X ,Q,1811.00,1912.00,1811.00,1912.00,1912.00,1895.45,4,11,20931.00,
501455,GREAVES COTT,A ,Q,149.00,151.00,147.50,148.05,148.05,149.95,582,26426,3932136.00,
501700,INDIA NIVEH ,X ,Q,65.80,65.90,65.50,65.65,65.60,65.70,45,7081,465248.00,
501831,COAST CORP  ,X ,Q,312.00,319.00,301.00,312.00,312.00,307.80,116,26336,8217310.00,
501833,CHOWGULE ST ,XT,Q,6.00,6.19,5.66,5.75,6.19,5.95,12,2469,14282.00,
501848,GLOBAL OFFS ,B ,Q,9.86,9.86,9.20,9.43,9.40,9.86,11,1645,15242.00,
502015,ASIIL       ,X ,Q,15.15,15.20,15.15,15.20,15.15,15.75,22,4633,70304.00,
502090,SAGAR CEM.  ,B ,Q,657.35,657.35,635.00,638.00,638.00,651.10,15,67,43138.00,
502137,DECAN CEMENT,B ,Q,404.00,404.00,396.10,396.25,396.25,400.05,6,198,78909.00,
502157,MANGALAM CEM,B ,Q,252.35,254.40,249.70,251.50,251.50,252.45,18,233,58374.00,
502168,N C L IND.  ,B ,Q,145.80,145.80,138.90,139.10,138.95,143.10,38,876,122449.00,
502175,SAURAS.CEM. ,X ,Q,44.10,46.25,44.10,46.10,46.25,44.30,23,1881,83974.00,
502180,SRI DIGV CEM,X ,Q,15.20,15.50,14.85,15.00,15.00,15.20,218,128936,1943849.00,
502219,BOROSIL GLAS,B ,Q,188.00,188.95,183.95,186.90,186.30,187.60,498,20536,3823433.00,
502281,TRIVENI GLAS,XT,Q,9.20,9.49,9.15,9.49,9.49,9.41,18,2350,21901.00,
502330,IPAPPM      ,B ,Q,420.30,423.30,420.00,422.60,423.00,420.10,98,4984,2100316.00,
502355,BALKRISH IND,A ,Q,795.00,797.50,784.00,791.65,791.65,792.00,895,30281,23927716.00,
502407,NATH PULP   ,X ,Q,64.90,64.90,63.00,64.85,64.85,63.00,3,56,3622.00,
502420,ORIENT PAPER,B ,Q,30.35,30.60,30.00,30.05,30.05,30.35,233,34875,1054833.00,
502445,CITADEL     ,X ,Q,13.75,13.80,13.65,13.65,13.65,14.72,14,870,11901.00,
502448,ROLLATAINER ,T ,Q,2.12,2.23,2.12,2.23,2.23,2.23,7,1007,2135.00,
502450,SESHA.PAPER ,B ,Q,961.50,1000.00,961.50,988.55,1000.00,982.45,15,96,93300.00,
502587,RAMA PULP   ,X ,Q,63.95,65.00,62.00,64.35,65.00,62.60,12,3232,206746.00,
502589,VAPI PAPER  ,XT,Q,16.65,16.65,16.65,16.65,16.65,16.35,1,300,4995.00,
502742,SINTEX IND. ,B ,Q,5.06,5.14,4.63,4.73,4.73,5.04,860,1265655,6136846.00,
502761,BLUE BLEND  ,B ,Q,2.39,2.40,2.39,2.40,2.40,2.51,2,700,1675.00,
502820,DCM LTD.    ,T ,Q,36.00,36.00,35.05,35.05,35.05,36.85,10,933,32706.00,
502865,FORBES & CO ,B ,Q,1965.00,1999.00,1960.00,1972.15,1975.00,1978.10,76,532,1054840.00,
502873,H.P.COTTON  ,X ,Q,32.00,33.00,31.00,32.75,33.00,32.50,7,311,9707.00,
502933,KATARE SPG. ,XT,Q,11.90,11.95,11.90,11.95,11.95,11.40,2,1500,17915.00,
502937,KESORAM IND ,B ,Q,68.05,68.30,66.95,67.55,67.55,67.70,122,8063,544503.00,
502958,LAKSHMI MILL,X ,Q,2251.00,2330.00,2251.00,2330.00,2330.00,2397.75,4,22,49650.00,
502986,VARDH TEXT  ,A ,Q,1093.55,1120.00,1085.15,1114.80,1105.55,1109.70,144,778,861404.00,
503015,MODERN INDIA,XT,Q,69.00,70.35,69.00,70.35,70.35,69.00,13,3825,268050.00,
503031,PENLAND LTD ,B ,Q,6.37,6.60,6.34,6.43,6.43,6.53,213,42973,274718.00,
503100,PHOENIX MILL,A ,Q,649.50,660.00,644.90,649.85,654.60,650.50,379,6283,4086922.00,
503101,MARATHON NEX,B ,Q,101.50,101.50,95.15,96.70,95.15,103.90,32,2933,289737.00,
503162,REL.CHEMOTX ,X ,Q,76.80,76.80,73.20,73.25,73.25,74.70,50,1270,93632.00,
503169,RUBY MILLS  ,B ,Q,240.25,242.50,239.00,241.40,242.50,240.15,13,337,81121.00,
503310,SWAN ENG    ,A ,Q,105.95,106.00,104.25,105.85,105.95,105.40,330,110410,11625038.00,
503641,ZODIAC VEN  ,XT,Q,34.95,34.95,34.95,34.95,34.95,36.75,1,2,69.00,
503657,VEER ENERGY ,X ,Q,8.00,8.50,7.25,7.99,7.96,7.98,56,8496,68086.00,
503663,TILAK       ,X ,Q,0.57,0.57,0.57,0.57,0.57,0.57,2,2554,1455.00,
503691,SAHARA ONE  ,X ,Q,18.25,18.25,18.25,18.25,18.25,18.00,2,2,36.00,
503722,BANSW.SYNTEX,B ,Q,70.00,73.85,70.00,71.65,73.85,71.10,8,164,11677.00,
503804,SHRI DINESH ,X ,Q,122.00,122.00,120.20,120.20,120.20,122.80,4,565,68779.00,
503806,SRF LIMITED ,A ,Q,2909.05,2924.95,2882.00,2892.40,2892.40,2907.00,731,8966,26000546.00,
503811,SIYARAM SILK,B ,Q,330.00,333.00,329.00,329.80,329.00,334.45,32,812,268174.00,
503816,SWAD.POLYTEX,XT,Q,34.00,34.00,34.00,34.00,34.00,34.90,1,1,34.00,
503881,HIND.SYNTEX ,B ,Q,4.69,4.69,4.27,4.27,4.27,4.49,3,12,51.00,
503960,BHARAT BIJLE,B ,Q,1109.15,1144.00,1101.60,1130.80,1129.60,1099.15,67,331,373400.00,
504000,ELPRO INTER ,X ,Q,47.10,48.70,47.00,48.70,48.70,48.05,8,253,12029.00,
504008,EMCO LTD.   ,T ,Q,1.80,1.92,1.80,1.80,1.89,1.88,17,23461,43250.00,
504028,GEE LTD     ,X ,Q,29.40,29.40,28.00,28.00,28.00,29.90,6,259,7255.00,
504036,HIND.RECT   ,B ,Q,138.00,138.15,133.15,135.95,133.15,138.60,29,810,110834.00,
504058,NIPPOBATRY  ,B ,Q,453.10,470.00,449.50,465.65,466.00,455.50,152,7919,3572503.00,
504067,ZENSAR TECH.,A ,Q,257.00,271.30,255.70,259.90,259.90,251.75,1247,27455,7243491.00,
504076,JYOTI LTD.  ,XT,Q,9.90,9.90,9.00,9.00,9.00,9.45,6,3479,31311.00,
504084,KAYCEE IND  ,X ,Q,3490.00,3498.00,3349.95,3350.35,3350.00,3350.00,12,20,67864.00,
504092,INDOKEM LTD.,X ,Q,9.53,9.54,8.10,8.11,8.11,8.75,8,350,2951.00,
504093,PANA ENERG  ,X ,Q,171.00,171.00,165.15,168.75,169.35,172.60,84,4289,724327.00,
504112,NELCO LTD.  ,B ,Q,290.50,292.00,284.00,285.65,285.65,292.50,500,17691,5077998.00,
504132,PERM MAGNETS,X ,Q,189.00,191.40,179.25,179.85,179.85,185.40,61,2108,386016.00,
504176,HIGH ENERGY ,X ,Q,190.00,190.70,189.95,190.50,190.50,190.00,11,241,45827.00,
504180,STD.BATTERY ,X ,Q,3.67,3.67,3.60,3.60,3.60,3.50,2,500,1807.00,
504212,UNIV.CABLE  ,B ,Q,210.95,214.85,209.05,212.15,212.90,211.40,93,2457,521181.00,
504220,W.S.INDUSTR.,T ,Q,0.85,0.85,0.85,0.85,0.85,0.89,10,28260,24021.00,
504240,DELTON CABLE,XT,Q,22.10,22.10,20.10,22.05,22.05,21.10,16,3953,84476.00,
504258,LAKSHMI ELEC,X ,Q,480.00,485.50,477.25,478.00,478.00,477.75,19,224,107841.00,
504286,DELTA MAG   ,B ,Q,58.00,64.40,58.00,64.40,64.40,62.10,3,105,6124.00,
504335,PAZEL       ,XT,Q,1.30,1.30,1.23,1.29,1.29,1.26,7,2411,3121.00,
504340,CONFINT     ,X ,Q,0.64,0.64,0.64,0.64,0.64,0.64,1,10,6.00,
504341,RELTD       ,X ,Q,31.60,34.00,31.50,32.85,32.50,34.00,12,1747,58534.00,
504378,NYSSACORP   ,X ,Q,1.38,1.38,1.36,1.36,1.36,1.38,19,9979,13768.00,
504605,UNI ABEX    ,X ,Q,490.00,507.70,490.00,507.70,507.70,491.00,2,121,60546.00,
504614,SARDA ENMIN ,B ,Q,247.65,249.70,242.75,247.25,245.10,247.40,155,7088,1740474.00,
504646,BHAGWATI AUT,X ,Q,125.00,126.00,125.00,126.00,126.00,125.00,3,140,17520.00,
504713,HIND.WIR LTD,X ,Q,42.00,42.00,40.00,40.00,40.00,42.00,2,2,82.00,
504741,IND.HUME PIP,B ,Q,285.00,285.00,282.65,283.20,283.15,287.00,36,1790,507982.00,
504746,IND.LINKCHAI,P ,Q,588.00,588.00,588.00,588.00,588.00,560.00,1,5,2940.00,
504786,INVEST &PREC,X ,Q,230.00,230.00,223.05,229.75,229.75,233.35,29,1119,256557.00,
504840,KAIRA CAN CO,X ,Q,715.00,715.00,715.00,715.00,715.00,713.05,1,30,21450.00,
504879,ORIENT ABRAS,B ,Q,21.65,21.85,21.00,21.20,21.20,22.00,60,11492,244816.00,
504918,SANDUR MANG.,X ,Q,821.00,833.00,785.00,793.55,800.00,820.35,304,7669,6174510.00,
504959,STOVAC IND. ,X ,Q,2250.00,2250.00,2210.10,2250.00,2250.00,2250.00,22,185,414662.00,
504961,TATA YODOGAW,XT,Q,39.40,39.40,38.00,38.00,38.00,38.45,9,534,20427.00,
504966,TINPLATE    ,B ,Q,136.25,138.00,133.65,136.95,136.95,136.25,1079,89874,12236065.00,
504973,CHOLAHLDNG  ,A ,Q,499.00,505.00,499.00,505.00,505.00,504.00,3,31,15647.00,
504988,WELCAST     ,X ,Q,550.90,550.90,550.90,550.90,550.90,550.95,1,5,2754.00,
505010,AUTO AXLES  ,B ,Q,1105.00,1126.00,1089.75,1100.25,1102.00,1103.40,91,724,799164.00,
505029,ATLAS CYCLES,T ,Q,44.20,44.80,42.20,43.55,43.55,44.40,57,7184,307338.00,
505036,AUTO COR.GOA,X ,Q,558.00,558.00,532.00,539.50,538.00,545.80,49,1028,559032.00,
505075,SETCO AUTO  ,B ,Q,24.40,24.75,21.80,22.15,22.15,24.95,618,78851,1826436.00,
505141,SCOOTERS IND,T ,Q,29.65,29.65,29.40,29.40,29.40,28.55,2,11,323.00,
505160,TALBROS AUTO,B ,Q,168.00,180.00,168.00,173.75,174.80,174.85,64,1442,249799.00,
505163,ZF STEERING ,X ,Q,504.30,504.30,484.00,485.70,485.25,485.55,42,703,341870.00,
505192,SMLISUZU    ,B ,Q,843.25,847.15,835.00,837.90,837.40,847.15,135,963,809369.00,
505196,TIL LTD.    ,B ,Q,261.00,265.00,256.55,259.00,263.50,266.15,83,927,240084.00,
505200,EICHER MOTOR,A ,Q,20202.00,20212.00,20032.05,20095.60,20100.00,20104.40,568,1541,30964567.00,
505216,ALFRED HERB ,X ,Q,590.10,610.00,590.10,610.00,610.00,601.00,2,6,3560.00,
505230,CIMMCO      ,B ,Q,30.00,30.00,29.10,29.50,29.50,30.10,27,2077,61103.00,
505232,VELJAN      ,X ,Q,790.00,803.90,788.00,801.00,801.00,775.25,23,249,196840.00,
505242,DYNAMAT.TECH,B ,Q,1478.90,1480.00,1459.00,1474.45,1480.00,1437.25,21,59,86913.00,
505250,G.G.DANDEKAR,X ,Q,49.35,49.35,49.35,49.35,49.35,51.50,2,286,14114.00,
505255,GMM PFAUDLER,B ,Q,1390.05,1483.00,1390.05,1461.25,1470.00,1432.60,377,4993,7322317.00,
505283,KIRLOSAR PN ,B ,Q,185.10,186.45,185.05,185.05,185.05,185.05,17,2073,383765.00,
505299,KULK-POWER  ,X ,Q,70.90,73.35,67.50,68.00,68.00,69.15,18,1676,114804.00,
505302,LAXMI AUTOLM,X ,Q,31.75,32.00,30.20,30.50,30.50,31.75,6,297,9078.00,
505324,MANUGRAPH IN,B ,Q,18.75,19.00,16.40,16.60,16.60,18.90,62,10884,196576.00,
505343,MONOTYPE IND,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,4,4955,941.00,
505355,NESCO LTD   ,B ,Q,545.45,579.90,543.85,575.15,575.15,543.35,1083,12900,7309098.00,
505358,INTEGRA ENG ,X ,Q,45.80,49.95,45.65,49.50,49.85,47.55,84,10631,516188.00,
505368,REVATHI EQU.,B ,Q,434.55,434.55,433.40,434.30,434.30,439.95,3,21,9121.00,
505400,TEXINFRA    ,B ,Q,52.70,53.50,52.30,53.00,53.00,53.20,13,971,51519.00,
505502,PSITINFRA   ,X ,Q,37.70,37.70,37.70,37.70,37.70,37.70,1,2,75.00,
505509,RESPON IND  ,B ,Q,91.65,92.95,90.00,90.25,90.00,92.05,122,13477,1229271.00,
505526,DOLAT INV.  ,X ,Q,45.45,45.45,42.00,42.20,42.20,43.75,152,34154,1458960.00,
505533,WESTLIFE DEV,A ,Q,331.75,333.00,325.00,325.35,325.00,329.05,1059,84171,27517526.00,
505537,ZEE ENTER   ,A ,Q,336.10,349.30,332.15,345.75,345.75,335.70,4469,428291,146717995.00,
505576,GOLDCORP    ,X ,Q,93.45,93.45,91.00,93.45,93.45,89.00,9,201,18781.00,
505590,SVPGLOB     ,X ,Q,385.00,386.90,380.00,385.55,386.80,383.75,78,6180,2370350.00,
505681,BIMETAL BEAR,X ,Q,445.00,445.00,435.00,441.05,441.05,446.20,15,384,168906.00,
505688,BHARAT GEARS,B ,Q,116.00,116.00,111.20,112.40,112.00,114.75,78,3012,340243.00,
505700,ELECON ENG  ,B ,Q,48.45,49.70,48.35,49.15,49.55,48.90,85,8696,426315.00,
505710,GRAUER& WEIL,B ,Q,54.00,55.00,52.15,53.80,54.65,53.55,241,38284,2028116.00,
505711,GAJRA BEVEL ,XT,Q,0.51,0.53,0.51,0.53,0.53,0.53,3,250,128.00,
505712,HIMTEK      ,X ,Q,69.60,71.55,69.60,71.00,71.00,70.45,18,1400,98685.00,
505714,GABRIEL(I)  ,B ,Q,125.05,125.15,120.45,122.25,122.50,125.50,264,10678,1306874.00,
505720,HERC.HOISTS ,B ,Q,104.80,107.50,104.00,107.10,106.60,102.45,85,2794,296591.00,
505725,HIND.EVEREST,X ,Q,65.50,65.50,65.50,65.50,65.50,62.70,1,1,65.00,
505726,IFB IND.LTD.,B ,Q,775.10,806.60,775.10,803.10,803.10,775.05,169,1299,1035701.00,
505729,SINGER INDIA,X ,Q,39.10,40.00,39.05,39.55,39.45,39.50,40,17097,681665.00,
505737,INTER.COMBUS,X ,Q,262.50,262.50,251.65,255.00,255.00,265.00,26,1087,278083.00,
505744,FED MOG GOE ,B ,Q,536.40,544.20,535.00,539.45,540.00,554.60,16,385,207028.00,
505750,JOSTS ENG.  ,X ,Q,630.10,668.00,630.05,646.60,640.00,641.00,9,521,333325.00,
505790,SCHAEFFLER  ,A ,Q,5068.80,5255.00,4999.00,5123.55,5255.00,5083.55,166,1348,6823106.00,
505800,RANE HOLDIN ,B ,Q,1191.00,1199.90,1171.00,1191.20,1199.90,1189.00,15,31,36786.00,
505827,SNL BEARINGS,X ,Q,250.20,274.90,250.20,265.05,265.05,254.80,35,1472,383277.00,
505840,JAIPAN INDUS,X ,Q,10.85,10.85,10.85,10.85,10.85,11.40,15,3478,37736.00,
505850,MANCREDIT   ,X ,Q,58.65,58.65,54.30,55.30,55.30,55.35,93,6008,330422.00,
505854,TRF LTD.    ,B ,Q,116.05,124.50,115.15,124.20,124.00,117.35,174,5994,716062.00,
505872,WPIL LTD.   ,X ,Q,888.80,893.90,877.00,888.80,890.00,887.50,79,2164,1911443.00,
505890,KENNAMETAL  ,B ,Q,1112.00,1140.00,1111.35,1134.85,1140.00,1112.10,117,1631,1822442.00,
505978,TRITON VALVE,X ,Q,1010.00,1029.90,1006.00,1009.40,1010.00,1025.30,49,854,866642.00,
506022,PRAKASH IND.,B ,Q,65.90,67.40,62.40,66.10,66.35,66.15,442,56439,3693123.00,
506074,ARSHIYA     ,B ,Q,25.80,25.85,23.35,23.75,23.70,25.60,195,21757,530002.00,
506076,GRIND NORTON,A ,Q,598.95,600.00,590.40,594.40,596.90,592.65,180,1912,1138166.00,
506105,STANROSE MAF,X ,Q,94.00,94.00,93.05,93.50,93.50,98.95,3,19,1777.00,
506109,GENESYS INT.,B ,Q,95.00,96.80,93.10,96.80,96.80,95.10,4,527,49160.00,
506122,PANKAJPIYUS ,XT,Q,51.00,51.00,51.00,51.00,51.00,51.00,2,25,1275.00,
506128,PARNAXLAB   ,X ,Q,27.05,30.75,27.05,29.35,29.70,27.05,10,1066,29401.00,
506142,VYAPAR INDS ,X ,Q,29.60,29.60,29.60,29.60,29.60,28.20,1,94,2782.00,
506146,VISAGAR POL ,B ,Q,0.44,0.44,0.40,0.44,0.44,0.43,22,48332,19994.00,
506186,GCKL        ,XT,Q,25.50,25.50,25.35,25.35,25.35,26.60,5,2260,57558.00,
506194,ARIH SUPER  ,T ,Q,63.40,63.50,61.50,63.35,63.45,62.05,25,10757,681130.00,
506197,BLISSGVS PH ,B ,Q,157.40,158.80,153.00,155.30,155.30,157.90,388,112451,17695494.00,
506222,INEOSSTYRO  ,B ,Q,490.00,490.00,489.00,489.00,489.00,496.15,2,25,12230.00,
506235,ALEMBIC LTD.,B ,Q,43.15,43.15,42.50,42.80,42.85,43.65,77,9181,392010.00,
506248,AMINES&PLAST,X ,Q,35.95,37.20,34.10,36.80,36.95,36.15,91,7467,270931.00,
506260,ANUH PHARMA ,X ,Q,134.00,135.60,132.00,132.85,132.20,135.00,34,1344,179892.00,
506261,MODISON MET.,X ,Q,43.70,44.00,41.50,41.85,41.85,42.35,42,4040,172479.00,
506285,BAYER CROP  ,A ,Q,3643.70,3675.55,3617.65,3661.30,3658.65,3653.50,19,55,200747.00,
506365,CHEMO PHARMA,XT,Q,7.82,7.82,7.82,7.82,7.82,7.82,2,110,860.00,
506390,CLARI CHEM  ,B ,Q,298.95,301.00,296.00,300.25,300.85,296.90,202,4701,1401981.00,
506395,COROM INTER ,A ,Q,429.90,432.00,425.00,427.25,428.70,431.70,192,2751,1178539.00,
506401,DEEPAK NITR.,A ,Q,292.25,294.60,270.00,290.15,290.15,295.00,4450,162103,45876168.00,
506405,DHARAMSI CHM,X ,Q,144.60,154.40,144.00,151.05,153.00,144.30,156,15228,2282252.00,
506414,DIL LTD     ,X ,Q,919.80,940.00,900.00,909.25,909.00,900.00,112,4337,4014780.00,
506480,GOCLCORP    ,B ,Q,276.80,278.95,272.05,272.80,272.05,275.10,11,71,19464.00,
506520,JAYSHRI CHEM,X ,Q,7.35,7.35,6.90,6.95,6.95,7.17,8,5203,37666.00,
506522,JL MORISON  ,X ,Q,1400.00,1400.00,1400.00,1400.00,1400.00,1400.00,3,93,130200.00,
506525,KANORIA CHEM,B ,Q,60.80,61.05,59.50,59.90,59.80,61.35,93,5788,347706.00,
506528,KELTECH EN. ,X ,Q,661.05,755.00,661.05,717.60,723.10,714.45,47,895,633930.00,
506532,NITTA GELA  ,X ,Q,121.95,121.95,114.55,114.90,114.55,117.05,36,1156,133895.00,
506579,ORIENT.CARB.,B ,Q,1167.40,1167.40,1167.40,1167.40,1167.40,1146.00,1,10,11674.00,
506590,PHIL.CARBON ,A ,Q,137.00,137.60,132.55,135.85,135.85,136.20,1099,97463,13177163.00,
506597,AMAL PRODUCT,X ,Q,125.90,126.00,121.00,122.10,122.00,126.80,57,3778,465088.00,
506605,POLYCHEM    ,X ,Q,306.00,306.10,306.00,306.10,306.10,320.00,3,12,3673.00,
506618,PUN.CHEM    ,B ,Q,653.00,660.50,640.00,650.35,650.05,650.00,71,1281,830343.00,
506642,SADHANA NITR,X ,Q,176.00,176.00,176.00,176.00,176.00,185.25,79,4522,795872.00,
506655,SUDARSH.CHEM,A ,Q,327.10,328.15,326.05,327.30,326.50,327.05,58,1983,648709.00,
506685,ULTRAMARINE ,X ,Q,204.40,204.40,196.00,196.55,197.10,201.20,131,5283,1054128.00,
506687,TRANSPEK    ,X ,Q,1497.00,1520.05,1475.00,1497.30,1499.95,1485.10,115,4230,6335974.00,
506690,UNICHEM LAB ,B ,Q,177.30,178.00,175.00,177.35,177.30,176.20,133,5113,902754.00,
506734,MYS PETRO   ,X ,Q,64.85,64.85,62.90,62.90,62.90,62.35,4,509,32991.00,
506767,ALKYL AMINES,B ,Q,820.00,826.00,815.55,819.00,819.00,828.85,16,369,303273.00,
506808,TUTICORIN.  ,XT,Q,3.16,3.16,3.16,3.16,3.16,3.32,2,500,1580.00,
506820,ASTRAZEN.PH.,A ,Q,1888.00,1915.00,1866.00,1875.75,1875.75,1886.30,182,952,1798803.00,
506852,PUN.ALKALI  ,X ,Q,69.50,73.45,69.50,72.10,70.75,72.85,29,1168,83916.00,
506854,TANFAC IND. ,X ,Q,178.40,182.20,170.00,173.00,173.25,179.95,149,6721,1170412.00,
506858,GUJ.PETRO   ,XT,Q,20.80,20.80,20.80,20.80,20.80,21.85,1,100,2080.00,
506863,SWADESHI IND,XT,Q,0.76,0.76,0.76,0.76,0.76,0.79,6,652,495.00,
506879,GUJ.THEMIS. ,XT,Q,38.50,40.20,38.45,38.80,38.45,38.35,10,1119,43515.00,
506906,SCBL        ,XT,Q,4.99,5.10,4.84,5.08,5.08,5.04,102,8820,43665.00,
506910,JAYSN DYEST ,X ,Q,54.05,58.00,54.05,58.00,58.00,55.90,3,385,20858.00,
506919,MAKERS LAB. ,X ,Q,45.95,46.00,45.95,45.95,45.95,46.00,4,727,33438.00,
506943,J.B.CHEMICAL,B ,Q,369.85,380.45,366.15,378.20,378.20,369.30,203,2801,1055004.00,
506981,BL.CHIP TEX ,X ,Q,99.90,99.90,84.40,96.65,96.65,87.65,11,153,14082.00,
507155,JAGATJIT IND,XT,Q,39.85,43.70,39.85,39.85,39.85,41.90,34,9933,397295.00,
507180,KESAR ENT.  ,B ,Q,59.00,59.00,50.15,50.15,50.15,55.70,112,8455,446480.00,
507205,TILAKNAG IND,B ,Q,16.00,16.20,15.55,15.85,16.00,15.80,39,30482,485168.00,
507300,RAVALGAON   ,XT,Q,2300.00,2300.00,2300.00,2300.00,2300.00,2282.00,3,17,39100.00,
507315,SAKTHI SUGAR,T ,Q,9.80,10.15,9.80,9.80,9.80,10.10,38,6402,63219.00,
507410,WALCHANDNGR ,B ,Q,92.65,93.90,92.00,92.70,92.70,90.70,721,65591,6094401.00,
507435,KHOD.INDIA  ,XT,Q,62.95,63.20,57.65,62.85,63.00,60.45,22,1718,107167.00,
507438,IFB AGRO    ,B ,Q,397.00,409.00,392.15,399.60,399.60,405.70,24,191,76457.00,
507450,THIRU A.SUG.,Z ,Q,10.20,10.20,10.20,10.20,10.20,10.30,1,400,4080.00,
507474,KOTHARI FERM,X ,Q,70.85,73.00,68.75,69.35,69.35,69.00,19,1556,111016.00,
507488,G.M.BREWERI ,B ,Q,507.60,519.50,505.00,512.65,516.00,510.15,127,1576,805181.00,
507490,RANA SUGARS ,B ,Q,3.09,3.09,2.75,2.95,2.96,3.01,177,160094,466010.00,
507498,PICCADILY SU,X ,Q,6.09,6.37,6.07,6.30,6.37,6.38,12,651,4000.00,
507508,RIGA SUGAR  ,XT,Q,5.20,5.20,5.20,5.20,5.20,5.00,1,100,520.00,
507514,SOM DISTILL.,Z ,Q,122.30,131.95,122.30,127.55,128.00,126.40,50,4309,544320.00,
507515,CJ GELATIN  ,XT,Q,7.39,7.39,7.38,7.38,7.38,7.76,7,650,4798.00,
507525,AMRIT CORP  ,X ,Q,595.00,620.00,595.00,595.00,595.00,594.70,14,53,32165.00,
507526,ASSO.ALCOHOL,X ,Q,203.00,204.60,197.00,200.10,201.00,201.05,226,12124,2431991.00,
507552,FOODS & INNS,X ,Q,55.70,59.00,54.00,57.15,57.15,56.25,629,72387,4126037.00,
507598,KLRFM       ,X ,Q,34.30,39.90,34.00,35.05,34.00,39.40,25,3072,106941.00,
507621,MILKFOOD    ,X ,Q,412.05,438.50,412.05,420.60,425.00,419.15,19,507,211320.00,
507645,POLSON LTD. ,X ,Q,9800.00,9933.00,9800.00,9867.80,9851.00,9999.00,16,22,216399.00,
507685,WIPRO LTD.  ,A ,Q,297.80,299.50,296.50,297.90,297.90,297.20,4422,349456,104313416.00,
